Micro_Expression_Rate,Eye_Movement_Variability,Heart_Rate_Variability,Breathing_Rate,Reaction_Time_ms,Error_Rate_Per_Task,Sleep_Hours_Last_Night,Caffeine_Intake_mg,Experience_Level,Time_Of_Day,Task_Type,Subconscious_Stability_Score
13.1,33.9,,11.7,389.5,5.1,5.4,54.1,Beginner,Afternoon,Creative,67.2
16.4,32.2,64.8,16.5,657.7,3.2,3.8,147.0,Beginner,Afternoon,Cognitive,60.1
16.0,22.7,48.1,18.7,303.3,5.2,7.8,40.0,Beginner,Evening,Analytical,72.7
9.6,41.5,50.2,19.5,288.4,1.5,7.0,,Intermediate,Afternoon,Cognitive,83.6
8.0,31.3,60.0,19.4,231.0,2.7,6.9,160.5,Beginner,Afternoon,Cognitive,82.9
,28.3,53.6,13.4,286.3,2.6,7.6,83.6,Intermediate,Morning,Cognitive,84.8
13.2,32.3,38.4,16.6,265.1,-3.6,,159.8,Beginner,Morning,Creative,81.5
14.6,26.2,52.5,10.7,322.7,3.1,4.6,133.6,Expert,Morning,Analytical,80.3
19.3,16.0,57.2,16.2,403.4,1.9,5.3,134.0,Expert,Afternoon,Cognitive,78.6
15.9,33.4,56.0,17.0,300.2,4.9,5.4,-52.7,Intermediate,Evening,Analytical,76.6
18.0,38.1,67.2,14.9,247.4,5.5,8.0,108.3,Beginner,Morning,Creative,81.8
16.8,33.3,37.7,10.5,310.2,1.2,9.8,84.1,Beginner,Afternoon,Cognitive,62.7
13.7,30.0,52.3,14.2,298.0,3.5,6.3,111.5,Intermediate,Morning,Analytical,83.8
11.0,30.1,68.0,21.7,383.1,1.4,10.9,94.5,Intermediate,Morning,Creative,80.2
16.1,31.0,53.3,17.2,225.8,4.6,4.2,48.1,Intermediate,Afternoon,Cognitive,80.7
15.3,30.8,47.9,14.5,270.4,2.6,6.2,99.9,Expert,Morning,Cognitive,76.2
18.7,29.6,,15.5,358.0,2.9,7.3,95.1,Expert,Afternoon,Analytical,80.4
,30.2,64.5,17.2,241.5,3.6,3.2,174.1,Beginner,Morning,Analytical,77.9
13.8,39.3,,11.4,348.7,4.6,9.3,111.6,Intermediate,Morning,Cognitive,84.2
14.1,32.8,52.8,11.5,286.7,4.1,6.0,85.7,Beginner,Afternoon,Cognitive,75.6
11.3,30.6,64.8,13.8,371.3,4.8,7.1,45.2,Beginner,Afternoon,Creative,67.5
20.8,34.0,,14.5,317.6,5.4,7.7,283.6,Intermediate,Morning,Creative,85.9
19.6,34.0,,21.4,312.0,3.7,4.6,179.7,Beginner,Afternoon,Cognitive,67.0
10.1,35.7,60.9,16.2,349.9,1.9,10.6,129.9,Expert,Evening,Analytical,92.5
18.2,25.5,,14.4,321.0,0.8,7.2,34.9,Beginner,Afternoon,Analytical,74.8
7.6,27.1,71.7,16.2,258.2,2.5,,28.9,Intermediate,Morning,Cognitive,96.9
18.9,25.1,,9.9,294.0,4.4,5.3,220.3,Intermediate,Afternoon,Creative,79.5
12.2,34.6,57.1,13.3,238.6,1.2,7.3,216.7,Intermediate,Afternoon,Cognitive,80.5
16.4,34.3,70.6,13.8,276.8,6.1,4.6,136.5,Beginner,Morning,Analytical,81.2
7.3,22.4,52.4,12.9,213.1,1.9,7.2,71.4,Expert,Evening,Cognitive,76.6
10.2,32.3,58.6,19.7,436.9,3.8,9.1,87.1,Intermediate,Evening,Cognitive,80.1
,38.2,54.2,18.0,318.7,7.0,8.7,,Intermediate,Evening,Creative,76.7
12.2,28.6,59.8,12.4,346.7,3.6,,244.7,Beginner,Evening,Analytical,66.8
11.6,31.9,60.7,12.2,278.2,1.8,6.6,107.8,Intermediate,Afternoon,Analytical,78.6
20.6,34.4,60.0,12.2,346.3,-1.0,,168.7,Expert,Afternoon,Cognitive,82.2
23.8,22.1,59.1,15.4,358.7,4.8,8.8,177.2,Intermediate,Afternoon,Analytical,69.0
18.7,30.9,61.3,16.6,366.8,4.6,9.3,42.9,Expert,Evening,Analytical,78.9
10.6,37.6,72.6,17.2,315.9,5.2,9.4,124.7,Intermediate,Afternoon,Analytical,88.0
22.1,26.4,39.9,13.0,370.8,4.2,5.6,103.1,Beginner,Morning,Analytical,58.0
8.8,35.0,79.2,15.5,289.6,2.9,8.1,197.3,Beginner,Afternoon,Creative,81.2
13.8,30.2,56.5,15.8,338.7,2.4,4.9,156.2,Beginner,Evening,Creative,78.6
15.2,26.0,59.2,19.6,322.4,4.1,6.3,116.8,Intermediate,Morning,Creative,83.7
22.7,29.4,,18.3,261.2,6.0,5.2,128.8,Intermediate,Afternoon,Creative,79.6
18.7,26.8,66.1,11.7,228.5,-1.9,5.3,78.8,Beginner,Evening,Creative,65.6
13.1,24.7,65.4,10.3,305.1,5.9,7.4,63.1,Intermediate,Afternoon,Analytical,82.6
11.2,28.5,72.5,15.7,305.2,3.4,6.0,74.6,Intermediate,Evening,Cognitive,84.0
19.0,30.4,58.4,14.1,306.5,3.7,7.4,149.7,Intermediate,Afternoon,Cognitive,76.8
12.9,29.0,69.2,13.1,372.5,5.4,5.2,175.1,Beginner,Morning,Creative,71.9
15.9,28.4,,13.7,388.8,3.7,7.7,157.9,Beginner,Evening,Analytical,61.8
9.5,31.4,64.2,17.7,352.9,4.5,6.4,26.0,Beginner,Morning,Creative,78.1
17.3,33.2,65.6,11.5,349.4,0.7,6.6,139.4,Beginner,Afternoon,Cognitive,75.3
17.0,23.1,71.5,21.5,316.0,3.4,5.0,156.8,Beginner,Morning,Analytical,78.2
,28.5,67.1,13.8,328.8,5.0,8.5,222.3,Beginner,Morning,Analytical,84.4
19.1,18.2,62.0,17.9,341.5,3.2,7.2,39.8,Intermediate,Afternoon,Analytical,80.6
,29.0,56.8,14.0,327.0,3.3,7.8,184.4,Beginner,Afternoon,Cognitive,68.6
18.0,30.9,,11.4,349.6,4.3,5.1,215.6,Expert,Afternoon,Cognitive,80.5
13.5,33.4,56.8,15.6,322.3,4.9,8.0,54.3,Beginner,Evening,Creative,70.5
15.7,30.9,47.0,12.2,295.2,7.0,7.1,159.0,Beginner,Morning,Creative,78.2
15.3,33.3,77.4,16.4,333.1,4.9,,18.3,Beginner,Morning,Cognitive,76.6
14.4,30.4,70.0,15.9,308.2,6.7,9.1,118.5,Beginner,Afternoon,Creative,69.3
15.7,25.9,62.5,13.9,392.6,3.8,7.6,57.7,Expert,Afternoon,Cognitive,90.0
20.0,23.3,68.1,16.5,298.6,-0.7,7.7,160.9,Beginner,Evening,Analytical,69.8
19.3,28.4,67.5,19.1,463.0,3.1,4.1,,Expert,Morning,Creative,77.1
10.3,25.4,50.1,15.7,402.0,2.4,8.6,99.0,Expert,Evening,Cognitive,81.2
,29.3,66.4,13.8,263.4,3.9,7.7,156.6,Intermediate,Afternoon,Cognitive,87.6
19.8,27.0,72.7,17.2,382.6,3.4,8.9,68.8,Intermediate,Afternoon,Cognitive,82.2
14.4,32.5,53.2,17.3,313.7,4.5,6.1,121.2,Intermediate,Morning,Creative,74.3
17.0,30.3,44.7,15.1,348.3,2.7,5.9,161.7,Beginner,Afternoon,Creative,63.1
17.0,32.7,48.4,20.1,398.8,4.4,9.4,100.1,Intermediate,Morning,Analytical,81.2
11.6,32.7,59.0,15.1,281.2,4.7,8.4,127.9,Beginner,Morning,Creative,72.9
13.5,28.9,47.8,20.5,296.8,4.1,4.9,104.7,Beginner,Afternoon,Creative,62.3
18.0,29.3,58.3,14.0,357.7,1.1,7.0,205.8,Intermediate,Evening,Creative,72.6
13.0,33.0,53.5,18.6,301.7,5.8,8.5,204.7,Intermediate,Afternoon,Analytical,80.0
18.9,44.7,60.0,15.3,208.8,5.2,7.3,115.1,Expert,Afternoon,Analytical,95.3
20.2,24.1,54.9,16.8,368.2,3.6,6.2,113.0,Beginner,Afternoon,Analytical,78.0
19.6,30.3,59.6,9.9,338.5,0.4,6.0,59.4,Expert,Afternoon,Creative,83.0
22.9,22.8,66.0,22.5,318.8,4.6,,255.4,Beginner,Evening,Cognitive,73.5
14.6,29.9,50.4,17.0,326.3,2.9,8.5,167.0,Beginner,Afternoon,Creative,69.2
15.7,26.0,62.8,19.1,727.8,2.9,5.5,343.5,Beginner,Morning,Analytical,52.3
16.3,29.3,51.5,11.9,370.6,3.8,3.8,,Intermediate,Morning,Creative,71.0
14.8,30.9,59.9,16.5,277.0,6.9,6.4,117.1,Beginner,Afternoon,Creative,68.5
17.2,27.1,59.2,15.5,326.2,4.3,7.7,103.9,Intermediate,Afternoon,Cognitive,85.9
8.2,19.3,63.6,12.8,379.3,3.8,8.0,209.5,Expert,Morning,Cognitive,88.5
15.8,38.6,61.8,19.9,378.2,3.0,5.5,87.5,Intermediate,Evening,Creative,69.4
9.5,35.0,72.4,16.4,244.9,4.1,7.4,109.1,Intermediate,Afternoon,Analytical,90.7
11.1,29.2,59.7,15.8,294.9,4.0,,,Expert,Afternoon,Creative,84.3
17.9,24.6,53.7,17.9,263.3,5.2,,55.0,Intermediate,Morning,Creative,76.2
14.2,30.5,69.3,13.4,352.0,2.9,,168.1,Intermediate,Afternoon,Creative,79.4
17.8,32.2,63.3,16.5,274.6,2.4,8.3,153.0,Beginner,Evening,Analytical,77.8
14.1,34.6,68.8,16.3,397.7,3.1,7.1,87.5,Expert,Evening,Analytical,95.5
,35.2,58.8,16.4,384.8,3.8,7.8,189.9,Intermediate,Morning,Analytical,82.2
14.0,36.3,,19.1,307.7,4.0,6.3,49.6,Beginner,Morning,Analytical,75.7
7.2,19.6,82.4,14.7,256.8,4.0,5.9,97.8,Beginner,Afternoon,Analytical,95.7
15.9,28.2,54.0,14.4,280.6,2.0,6.6,209.6,Expert,Afternoon,Creative,67.6
6.3,36.0,48.4,14.2,342.6,3.8,7.9,112.1,Beginner,Afternoon,Analytical,71.3
,24.5,67.2,14.0,362.6,5.4,10.8,31.0,Expert,Evening,Creative,81.2
11.5,37.3,50.5,19.3,318.1,6.5,8.9,134.6,Beginner,Afternoon,Creative,67.7
11.0,40.9,,15.8,191.6,6.0,9.3,103.1,Intermediate,Morning,Creative,89.5
12.8,37.1,61.2,19.1,354.0,3.9,6.8,151.4,Beginner,Evening,Cognitive,67.3
10.8,34.0,58.6,16.8,219.0,3.7,6.2,185.8,Intermediate,Morning,Analytical,85.9
,27.3,56.4,13.4,214.0,6.5,3.7,116.0,Expert,Evening,Analytical,87.2
21.2,31.7,75.9,11.5,369.9,3.8,6.1,-22.3,Intermediate,Afternoon,Creative,85.8
12.3,21.9,58.9,11.6,260.7,5.7,4.9,153.5,Intermediate,Evening,Cognitive,86.4
6.1,25.3,51.0,13.3,332.5,3.9,8.2,59.4,Beginner,Morning,Analytical,80.7
13.6,25.7,69.8,19.1,324.6,-0.8,6.7,,Beginner,Morning,Creative,77.0
10.5,30.4,52.8,19.9,279.7,5.3,5.0,171.9,Beginner,Afternoon,Cognitive,69.0
11.5,27.6,,16.3,330.3,5.9,7.8,183.8,Intermediate,Afternoon,Creative,77.8
17.8,31.6,51.0,18.8,292.5,3.3,,170.9,Beginner,Morning,Cognitive,68.3
13.2,35.3,62.1,14.3,322.4,1.7,5.3,101.5,Beginner,Evening,Creative,68.7
10.4,25.7,60.4,14.1,300.7,7.0,9.3,113.0,Intermediate,Evening,Analytical,78.7
16.8,30.9,59.7,18.3,294.9,3.7,,145.6,Intermediate,Afternoon,Creative,79.8
19.6,27.5,61.5,16.5,287.0,3.3,7.9,,Intermediate,Morning,Creative,72.5
17.1,31.1,,18.2,275.1,4.9,6.8,60.6,Beginner,Afternoon,Cognitive,75.4
5.2,34.1,67.0,16.2,362.6,9.5,,175.3,Beginner,Afternoon,Cognitive,76.6
,35.5,49.6,14.9,297.4,5.0,8.4,11.1,Expert,Afternoon,Analytical,79.1
15.2,34.0,53.3,15.4,263.4,4.4,5.4,-5.2,Beginner,Evening,Creative,69.9
14.0,32.5,69.2,16.9,299.6,4.1,9.7,20.9,Expert,Morning,Cognitive,90.0
,21.5,52.2,16.7,293.6,7.3,5.1,151.2,Expert,Morning,Analytical,82.8
11.1,23.5,64.9,13.2,300.3,5.1,5.4,157.3,Intermediate,Morning,Analytical,85.5
,25.1,68.4,15.6,355.7,5.7,9.4,132.1,Beginner,Evening,Cognitive,72.6
23.0,32.2,43.6,11.4,597.4,4.6,,142.0,Expert,Afternoon,Cognitive,62.7
15.1,22.3,55.9,15.0,301.0,5.1,7.5,148.4,Intermediate,Morning,Creative,78.3
17.6,32.0,,13.2,352.2,3.4,7.6,79.8,Intermediate,Morning,Analytical,87.9
15.0,31.6,58.5,6.9,342.2,4.3,,100.5,Beginner,Morning,Cognitive,75.1
15.2,18.4,56.0,22.6,285.6,2.6,9.8,69.8,Beginner,Morning,Analytical,80.9
14.8,23.5,68.3,13.7,368.3,3.0,10.3,158.8,Beginner,Afternoon,Creative,77.5
10.5,36.3,71.0,13.2,365.5,5.0,4.2,85.2,Intermediate,Morning,Cognitive,91.4
8.9,34.2,,20.9,362.0,2.6,6.3,143.2,Intermediate,Morning,Analytical,75.6
16.5,24.9,77.7,12.5,335.1,4.3,8.0,,Beginner,Evening,Cognitive,72.2
15.8,23.8,42.2,11.6,311.3,3.3,6.8,216.0,Intermediate,Afternoon,Creative,76.6
18.8,15.3,44.9,15.4,266.3,1.8,6.2,124.2,Beginner,Afternoon,Creative,73.1
17.9,38.8,55.5,14.5,250.8,4.5,7.8,,Intermediate,Morning,Creative,82.5
11.8,30.2,56.7,14.1,315.8,5.6,8.0,168.5,Expert,Afternoon,Creative,70.3
19.5,41.3,57.1,13.2,320.7,1.4,9.5,52.6,Beginner,Afternoon,Cognitive,74.5
18.1,28.8,54.7,15.4,306.9,5.2,4.4,86.6,Beginner,Morning,Cognitive,76.3
17.8,31.7,52.7,20.9,314.4,1.8,5.5,103.7,Beginner,Morning,Analytical,72.2
,35.3,57.8,11.2,388.2,6.7,5.9,152.7,Intermediate,Evening,Analytical,74.4
23.2,39.8,54.1,18.5,401.4,5.1,10.6,166.6,Intermediate,Evening,Cognitive,66.4
17.8,33.0,66.8,20.6,264.7,1.4,9.3,159.2,Expert,Morning,Cognitive,92.4
,30.0,60.3,14.1,334.4,5.7,7.4,72.3,Beginner,Morning,Analytical,82.0
19.3,30.2,57.8,17.1,322.6,2.8,6.9,118.9,Expert,Evening,Cognitive,83.1
12.7,23.7,59.3,15.6,353.7,2.1,7.7,94.9,Beginner,Morning,Creative,78.3
12.7,27.7,71.1,10.8,406.7,5.4,8.8,142.1,Intermediate,Afternoon,Creative,76.9
17.7,30.3,55.2,19.7,429.4,6.4,6.6,22.4,Beginner,Evening,Creative,68.2
11.6,38.3,,16.1,356.0,5.0,7.4,118.6,Expert,Evening,Analytical,74.5
17.4,27.4,50.2,14.4,322.0,3.3,6.5,14.2,Intermediate,Afternoon,Cognitive,73.4
,36.4,57.7,11.4,301.9,4.3,4.9,54.9,Intermediate,Morning,Analytical,75.2
,29.5,64.8,17.6,444.3,2.8,4.3,217.9,Expert,Morning,Analytical,83.4
15.1,37.5,68.8,16.5,281.6,3.7,6.0,221.6,Beginner,Evening,Cognitive,69.9
20.2,34.1,76.5,17.8,361.1,4.8,6.4,81.0,Beginner,Evening,Analytical,67.5
,33.7,67.4,17.7,306.8,1.1,7.7,149.6,Expert,Afternoon,Creative,81.7
15.3,35.9,51.2,13.6,253.1,4.9,7.4,,Beginner,Evening,Cognitive,79.9
16.3,35.0,58.0,5.7,405.8,1.2,4.9,201.9,Beginner,Afternoon,Creative,63.8
16.8,36.4,38.4,15.7,232.9,1.5,7.0,134.8,Intermediate,Afternoon,Creative,84.4
13.7,42.8,56.9,15.5,212.6,5.3,6.2,57.1,Intermediate,Evening,Cognitive,81.0
16.4,39.7,53.9,16.5,355.0,2.3,6.6,70.8,Beginner,Afternoon,Creative,77.9
10.8,32.8,36.9,20.6,304.8,2.0,7.1,143.8,Beginner,Afternoon,Creative,71.2
11.8,27.3,81.1,15.9,341.6,3.4,8.9,10.4,Beginner,Morning,Creative,87.4
12.3,32.2,56.2,18.1,319.6,2.8,6.3,17.1,Intermediate,Afternoon,Cognitive,82.6
16.9,18.4,38.9,17.1,350.0,4.5,9.5,170.7,Expert,Afternoon,Cognitive,84.1
15.6,35.0,57.3,11.8,305.2,4.3,5.0,278.5,Expert,Morning,Cognitive,81.3
14.5,23.6,76.5,12.1,365.1,2.0,5.7,82.6,Intermediate,Evening,Analytical,81.2
17.8,36.7,79.1,19.5,366.6,0.6,6.9,110.3,Beginner,Afternoon,Creative,73.5
16.5,41.9,60.6,13.4,397.4,3.6,5.2,,Expert,Evening,Analytical,69.6
13.8,21.3,61.0,17.1,383.2,6.2,5.0,134.7,Intermediate,Morning,Analytical,74.0
10.9,29.7,72.3,12.9,314.7,3.9,7.1,68.7,Beginner,Afternoon,Creative,77.5
11.7,23.6,58.5,18.2,354.8,3.3,5.0,113.8,Expert,Morning,Cognitive,78.4
9.1,19.6,64.6,16.7,340.9,7.5,5.6,167.9,Intermediate,Evening,Analytical,72.9
15.6,29.4,68.4,15.1,341.1,5.5,,,Intermediate,Morning,Cognitive,74.2
11.6,33.8,49.2,18.0,253.8,0.5,9.6,120.6,Intermediate,Afternoon,Cognitive,79.5
13.0,34.5,75.4,16.8,357.7,3.4,6.7,182.1,Beginner,Evening,Creative,77.0
14.5,30.9,51.2,13.8,610.4,4.4,7.2,217.2,Beginner,Afternoon,Analytical,63.5
19.2,20.0,53.7,16.0,411.0,1.9,5.3,27.8,Intermediate,Evening,Analytical,59.8
18.7,30.7,61.0,18.0,378.3,3.4,5.4,-16.4,Beginner,Evening,Cognitive,69.8
14.8,21.0,69.4,19.3,327.5,4.0,,51.5,Intermediate,Morning,Creative,83.4
20.1,21.4,66.8,15.6,314.9,3.6,5.5,191.0,Intermediate,Morning,Analytical,77.6
7.0,24.0,59.5,21.4,269.8,1.6,8.1,104.4,Intermediate,Morning,Cognitive,84.5
22.5,36.3,62.8,13.8,410.9,6.9,6.1,,Intermediate,Morning,Cognitive,69.0
17.8,33.3,70.7,11.3,266.7,4.5,7.2,197.8,Intermediate,Evening,Cognitive,75.7
15.4,31.9,60.1,11.8,226.6,2.3,7.3,45.2,Expert,Evening,Creative,92.6
11.4,24.8,51.9,16.0,365.0,5.8,8.1,279.8,Intermediate,Morning,Creative,78.6
13.2,27.7,54.0,16.0,324.3,3.8,9.5,113.7,Beginner,Afternoon,Cognitive,79.1
,21.8,69.1,16.4,333.2,6.0,7.9,152.1,Beginner,Afternoon,Cognitive,72.6
17.5,38.2,51.9,14.0,329.3,3.8,6.6,77.7,Beginner,Morning,Creative,68.4
17.7,43.2,44.3,22.7,267.1,1.0,8.2,62.1,Beginner,Afternoon,Cognitive,75.8
12.1,33.3,57.0,20.5,338.4,1.9,7.5,121.5,Beginner,Morning,Cognitive,77.0
11.3,34.4,59.2,12.6,303.9,6.3,3.6,83.4,Beginner,Afternoon,Creative,78.2
15.8,29.0,68.6,15.7,296.9,6.1,5.2,125.5,Intermediate,Afternoon,Cognitive,79.3
18.1,20.3,45.4,16.1,391.2,1.3,6.7,-7.8,Expert,Afternoon,Cognitive,76.6
15.0,24.9,63.5,18.1,359.6,6.8,6.1,37.6,Beginner,Morning,Cognitive,80.0
20.9,27.2,71.5,11.4,205.0,6.1,6.8,89.0,Intermediate,Evening,Creative,83.1
15.1,27.7,51.8,10.9,330.8,2.7,3.4,51.7,Intermediate,Afternoon,Creative,66.6
15.0,26.3,60.8,12.3,373.3,3.8,8.3,302.4,Beginner,Evening,Creative,71.3
17.7,30.3,38.5,20.5,257.7,-0.4,6.9,131.0,Expert,Afternoon,Analytical,91.3
19.9,24.9,68.7,14.0,276.8,2.6,8.8,136.0,Intermediate,Evening,Analytical,85.0
9.6,43.0,,18.4,370.0,3.6,7.0,54.5,Beginner,Evening,Analytical,77.9
10.5,21.8,59.8,17.8,297.3,4.6,7.3,78.2,Intermediate,Afternoon,Analytical,88.9
13.7,35.3,46.7,15.5,221.1,3.8,,89.8,Beginner,Afternoon,Creative,78.1
27.6,28.4,66.7,18.5,380.0,4.3,5.2,188.8,Intermediate,Evening,Cognitive,72.1
14.0,32.8,57.6,12.3,311.3,2.1,7.2,34.9,Beginner,Afternoon,Creative,73.4
14.5,33.0,32.2,14.6,338.7,4.6,7.0,99.4,Expert,Evening,Analytical,60.0
17.5,30.9,67.8,9.3,317.5,7.4,4.5,,Intermediate,Evening,Creative,74.4
18.9,23.2,71.6,16.3,376.0,4.9,8.4,-18.7,Intermediate,Afternoon,Cognitive,77.5
15.7,28.0,73.4,13.6,265.1,4.1,7.1,20.3,Beginner,Morning,Analytical,83.5
19.7,31.0,,22.6,353.2,2.5,6.2,35.8,Intermediate,Morning,Cognitive,84.0
10.2,30.6,40.8,16.2,385.9,3.3,5.7,108.9,Intermediate,Evening,Cognitive,66.2
11.9,23.9,55.9,18.5,252.5,1.4,8.1,92.7,Intermediate,Morning,Cognitive,84.8
19.6,37.7,65.2,18.0,283.0,1.1,6.0,175.8,Intermediate,Morning,Analytical,88.3
15.0,15.0,50.6,15.8,402.2,3.9,7.4,-13.2,Intermediate,Afternoon,Creative,76.6
10.0,28.5,44.1,19.0,374.1,5.1,6.7,95.1,Expert,Afternoon,Analytical,78.6
9.7,24.5,67.2,16.1,279.0,2.3,6.2,190.5,Intermediate,Morning,Analytical,83.5
11.8,31.1,56.5,17.4,259.3,6.4,5.1,25.5,Expert,Morning,Creative,88.8
,36.1,66.2,23.1,334.1,2.9,9.0,113.1,Expert,Afternoon,Creative,85.1
16.9,21.6,60.2,16.6,336.5,3.8,5.5,165.0,Intermediate,Morning,Creative,73.4
13.7,44.1,,14.4,317.0,5.9,5.7,204.4,Beginner,Evening,Creative,65.6
16.5,31.2,59.4,13.9,436.7,3.4,9.0,44.8,Intermediate,Morning,Cognitive,79.5
13.3,32.3,,15.8,352.3,5.3,6.8,142.3,Expert,Evening,Analytical,72.8
19.9,21.4,55.4,16.4,278.0,5.1,7.5,122.5,Beginner,Evening,Analytical,69.2
25.2,29.7,49.0,16.2,672.6,2.7,9.3,104.9,Intermediate,Afternoon,Analytical,59.7
13.4,35.8,64.8,11.3,322.9,2.7,,46.1,Expert,Morning,Creative,87.2
16.9,31.3,72.5,9.2,286.2,6.4,6.2,44.1,Beginner,Afternoon,Analytical,83.6
16.6,30.8,55.0,13.1,365.1,6.6,,342.8,Intermediate,Afternoon,Cognitive,74.0
15.6,29.7,78.7,16.2,393.8,5.3,4.6,190.8,Beginner,Morning,Analytical,71.3
17.6,21.7,63.8,16.2,330.8,2.3,,124.1,Beginner,Evening,Analytical,74.8
16.9,21.7,62.6,17.4,271.1,5.7,7.1,69.3,Intermediate,Afternoon,Cognitive,79.5
13.1,37.0,66.6,17.1,325.7,3.4,6.9,153.7,Beginner,Evening,Cognitive,70.1
20.3,35.3,69.8,14.5,272.2,1.5,8.0,47.0,Beginner,Morning,Analytical,78.0
15.8,36.2,55.5,12.9,331.3,2.7,7.8,139.5,Expert,Morning,Creative,84.1
13.5,25.1,65.5,17.6,357.7,3.6,8.0,170.2,Beginner,Evening,Creative,75.3
24.8,29.1,,16.7,221.2,6.2,9.4,110.3,Expert,Afternoon,Analytical,94.1
14.5,37.4,56.2,12.7,355.8,2.4,,84.0,Expert,Afternoon,Analytical,93.9
16.0,22.6,,17.9,301.3,2.1,8.3,89.1,Beginner,Afternoon,Analytical,81.7
15.7,36.8,52.3,18.9,291.9,3.0,7.0,178.2,Beginner,Morning,Analytical,74.9
14.5,26.5,55.1,18.4,253.6,3.8,6.7,117.1,Intermediate,Afternoon,Creative,73.7
16.8,24.9,56.5,18.9,266.3,5.3,7.0,219.3,Intermediate,Morning,Analytical,83.6
11.6,29.8,51.0,13.7,408.2,5.1,6.1,10.4,Beginner,Afternoon,Cognitive,75.5
17.4,23.3,59.4,18.6,362.5,-0.5,8.4,43.9,Intermediate,Afternoon,Creative,75.7
,18.6,63.3,15.5,384.7,3.3,8.6,125.0,Beginner,Evening,Creative,69.9
9.8,30.5,64.3,22.1,277.1,4.2,6.0,147.1,Expert,Afternoon,Cognitive,89.9
22.3,33.2,51.9,18.7,409.9,2.3,6.8,116.0,Beginner,Morning,Analytical,66.3
10.0,37.3,53.9,17.3,316.7,2.4,4.3,204.1,Beginner,Afternoon,Analytical,72.0
7.2,33.6,68.5,21.1,280.6,5.2,6.9,63.3,Beginner,Morning,Analytical,79.8
10.1,41.8,53.9,14.5,266.1,5.4,7.1,121.0,Expert,Morning,Analytical,99.5
22.0,38.2,68.2,17.7,267.6,3.6,5.3,185.0,Intermediate,Morning,Analytical,85.0
7.8,34.4,52.7,22.7,282.7,4.8,6.2,226.9,Expert,Afternoon,Cognitive,90.1
11.2,32.8,63.8,18.4,275.3,4.9,5.3,107.7,Beginner,Morning,Analytical,87.1
9.2,37.4,67.5,16.5,365.2,1.8,4.6,281.1,Beginner,Afternoon,Cognitive,77.8
13.9,16.7,33.5,15.2,450.1,1.8,9.2,125.5,Beginner,Evening,Cognitive,62.4
13.3,27.1,68.7,13.1,307.6,3.2,4.6,221.8,Intermediate,Afternoon,Cognitive,76.7
13.1,18.8,,15.1,308.6,2.6,7.2,99.3,Intermediate,Morning,Analytical,89.5
22.4,34.0,56.9,13.5,227.1,2.8,8.5,110.8,Intermediate,Morning,Analytical,77.2
10.2,25.5,63.5,15.3,273.7,3.8,9.1,190.3,Beginner,Afternoon,Creative,73.4
14.6,48.1,51.6,15.7,239.0,3.8,5.4,169.1,Expert,Evening,Creative,80.6
16.4,26.9,63.6,19.0,360.7,-1.1,8.9,119.0,Beginner,Morning,Cognitive,77.0
11.1,30.6,84.6,14.8,416.7,4.2,7.2,57.4,Expert,Evening,Creative,85.9
16.9,27.6,38.0,14.2,265.9,3.5,7.9,277.6,Beginner,Afternoon,Cognitive,60.4
13.4,27.1,55.0,18.7,309.8,4.5,9.6,103.6,Intermediate,Afternoon,Creative,79.2
,22.5,68.0,18.1,307.6,2.7,7.9,124.3,Beginner,Evening,Analytical,77.7
14.6,22.3,72.6,15.3,354.2,2.7,5.6,4.5,Intermediate,Afternoon,Analytical,86.9
6.8,16.9,46.2,17.8,325.3,3.2,3.9,86.4,Intermediate,Evening,Cognitive,72.8
20.2,33.3,53.6,15.2,425.7,6.1,8.0,,Intermediate,Afternoon,Cognitive,64.6
23.3,27.5,,15.4,282.5,3.2,7.6,111.3,Intermediate,Afternoon,Analytical,88.0
14.3,41.6,,20.7,365.0,6.2,5.8,279.1,Intermediate,Afternoon,Analytical,68.9
11.4,22.5,58.8,15.6,290.2,6.0,7.3,137.5,Intermediate,Morning,Analytical,84.4
21.0,38.9,45.7,14.8,239.9,3.3,5.0,84.5,Expert,Afternoon,Creative,88.7
22.6,39.4,57.5,16.1,391.3,3.0,7.5,222.7,Beginner,Morning,Creative,64.4
14.3,37.7,50.6,10.1,413.7,3.0,5.0,267.2,Intermediate,Morning,Creative,68.4
14.1,31.4,59.3,15.5,340.5,3.7,8.8,200.9,Intermediate,Afternoon,Creative,77.7
14.7,28.0,52.9,16.8,288.5,2.9,,,Beginner,Afternoon,Cognitive,79.1
8.3,37.7,58.3,21.9,263.1,5.5,7.4,109.0,Intermediate,Evening,Cognitive,81.0
13.8,25.3,49.6,16.3,348.0,2.7,7.6,21.6,Beginner,Afternoon,Creative,71.0
21.9,31.6,69.5,17.3,213.7,5.7,7.9,141.3,Beginner,Afternoon,Cognitive,82.3
14.3,29.7,56.7,17.0,363.6,2.1,7.4,143.8,Beginner,Morning,Creative,82.0
10.8,24.7,60.1,22.8,299.1,0.7,5.4,51.6,Beginner,Evening,Creative,76.7
,31.7,58.5,19.0,298.0,0.4,9.1,124.6,Intermediate,Afternoon,Analytical,89.0
12.3,34.5,60.1,11.6,266.3,2.9,7.7,,Intermediate,Evening,Creative,81.9
